
> web@0.1.0 dev
> next dev

▲ Next.js 16.2.2 (Turbopack)
- Local:         http://localhost:3001
- Network:       http://192.168.18.9:3001
- Environments: .env.local
✓ Ready in 678ms
Creating turbopack project {
  dir: 'D:\\My Work\\hrm-dijipeople\\DijiPeople\\dijipeople\\apps\\web',
  testMode: true
}

 GET /login?next=%2Fdashboard 200 in 853ms (next.js: 48ms, proxy.ts: 47ms, application-code: 758ms)
 GET /login?next=%2Fdashboard 200 in 818ms (next.js: 153ms, proxy.ts: 36ms, application-code: 629ms)
 GET /login?next=%2Fdashboard 200 in 817ms (next.js: 312ms, proxy.ts: 35ms, application-code: 470ms)
 GET /login?next=%2Fdashboard 200 in 812ms (next.js: 323ms, proxy.ts: 127ms, application-code: 362ms)
 GET /login?next=%2Fdashboard 200 in 822ms (next.js: 410ms, proxy.ts: 146ms, application-code: 266ms)
 GET /login?next=%2Fdashboard 200 in 644ms (next.js: 11ms, proxy.ts: 125ms, application-code: 508ms)
 GET /login?next=%2Fdashboard 200 in 750ms (next.js: 35ms, proxy.ts: 25ms, application-code: 689ms)
 GET /login?next=%2Fdashboard 200 in 741ms (next.js: 136ms, proxy.ts: 34ms, application-code: 572ms)
 GET /login?next=%2Fdashboard 200 in 740ms (next.js: 146ms, proxy.ts: 122ms, application-code: 472ms)
 GET /login?next=%2Fdashboard 200 in 734ms (next.js: 247ms, proxy.ts: 133ms, application-code: 354ms)
 GET /login?next=%2Fdashboard 200 in 648ms (next.js: 142ms, proxy.ts: 244ms, application-code: 262ms)
 GET /login?next=%2Fdashboard 200 in 606ms (next.js: 12ms, proxy.ts: 126ms, application-code: 468ms)
 GET /login?next=%2Fdashboard 200 in 712ms (next.js: 34ms, proxy.ts: 24ms, application-code: 654ms)
 GET /login?next=%2Fdashboard 200 in 702ms (next.js: 48ms, proxy.ts: 135ms, application-code: 518ms)
 GET /login?next=%2Fdashboard 200 in 700ms (next.js: 132ms, proxy.ts: 133ms, application-code: 435ms)
 GET /login?next=%2Fdashboard 200 in 712ms (next.js: 196ms, proxy.ts: 150ms, application-code: 366ms)
 GET /login?next=%2Fdashboard 200 in 601ms (next.js: 133ms, proxy.ts: 202ms, application-code: 266ms)
 GET /login?next=%2Fdashboard 200 in 626ms (next.js: 10ms, proxy.ts: 111ms, application-code: 505ms)
 GET /login?next=%2Fdashboard 200 in 693ms (next.js: 33ms, proxy.ts: 34ms, application-code: 627ms)
 GET /login?next=%2Fdashboard 200 in 676ms (next.js: 259ms, proxy.ts: 34ms, application-code: 383ms)
 GET /login?next=%2Fdashboard 200 in 684ms (next.js: 182ms, proxy.ts: 34ms, application-code: 469ms)
 GET /login?next=%2Fdashboard 200 in 668ms (next.js: 204ms, proxy.ts: 180ms, application-code: 284ms)
 GET /login?next=%2Fdashboard 200 in 527ms (next.js: 102ms, proxy.ts: 196ms, application-code: 228ms)
 GET /login?next=%2Fdashboard 200 in 433ms (next.js: 17ms, proxy.ts: 106ms, application-code: 310ms)
 GET /login?next=%2Fdashboard 200 in 608ms (next.js: 26ms, proxy.ts: 19ms, application-code: 562ms)
 GET /login?next=%2Fdashboard 200 in 599ms (next.js: 117ms, proxy.ts: 24ms, application-code: 458ms)
 GET /login?next=%2Fdashboard 200 in 594ms (next.js: 117ms, proxy.ts: 102ms, application-code: 375ms)
 GET /login?next=%2Fdashboard 200 in 596ms (next.js: 176ms, proxy.ts: 116ms, application-code: 304ms)
 GET /login?next=%2Fdashboard 200 in 495ms (next.js: 118ms, proxy.ts: 167ms, application-code: 210ms)
 GET /login?next=%2Fdashboard 200 in 426ms (next.js: 17ms, proxy.ts: 198ms, application-code: 211ms)
 GET /login?next=%2Fdashboard 200 in 483ms (next.js: 22ms, proxy.ts: 14ms, application-code: 447ms)
 GET /login?next=%2Fdashboard 200 in 476ms (next.js: 94ms, proxy.ts: 91ms, application-code: 291ms)
 GET /login?next=%2Fdashboard 200 in 481ms (next.js: 34ms, proxy.ts: 89ms, application-code: 359ms)
 GET /login?next=%2Fdashboard 200 in 478ms (next.js: 146ms, proxy.ts: 100ms, application-code: 232ms)
 GET /login?next=%2Fdashboard 200 in 417ms (next.js: 91ms, proxy.ts: 138ms, application-code: 188ms)
 GET /login?next=%2Fdashboard 200 in 450ms (next.js: 28ms, proxy.ts: 126ms, application-code: 296ms)
